,Original Review,Opinion Words,Maximum scored Opinion Words,Final Opnion Words,Average,Reviewer Rating,Calculated rating
190,"I bought this for the at&t samsung galaxy s2 and the seller was veryery slow in getting this item to me. I also notice that this product do fit the SGS2, but the cut outs was NOT good. The cut out opening was too small for the power button, there was also an extra cut out for no reason. It does fit nice so I gave it 2 stars, but bad opening for my phone will be costly.","[('bad', -0.6999999999999998), ('small', -0.25), ('samson', 0.0), ('out', 0.0), ('button', 0.0), ('reason', 0.0), ('fit', 0.4), ('galaxy', 0.0), ('extra', 0.0), ('nice', 0.6), ('cut', 0.0), ('notice', 0.0), ('slow', -0.30000000000000004), ('bought', 0.0), ('good', 0.7), ('gave', 0.0), ('opening', 0.0), ('product', 0.0)]","[('good', 0.7)]","[('bad', -0.6999999999999998), ('small', -0.25), ('fit', 0.4), ('nice', 0.6), ('good', 0.7)]",[0.12500000000000003],Negative,Negative
191,"Like most of the other reviews say, this rubbery case has a smooth exterior, so it does not feel like an uncomfortable sticky rubber.  While still appearing to have a hard shell, the rubber itself is fairly soft, and does a great job of protecting from falls without feeling too bulky.","[('hard', -0.2916666666666667), ('exterior', 0.0), ('shell', 0.0), ('like', 0.0), ('smooth', 0.4), ('soft', 0.1), ('feel', 0.0), ('great', 0.8), ('say', 0.0)]","[('great', 0.8)]","[('great', 0.8), ('soft', 0.1)]",[0.29999999999999999],Positive,Positive
192,"the case did not fit my phone; was a tad too small.  i could only get 3 corners into the case.  i wound up buying a two piece case that cost about $20 from a local store.  have dropped the phone so many times the case is beat to s***, and no damage to the phone.  good reason to buy a case, just not this one.my co-worker delayed in getting a case because he could not find one he liked, and broke the display screen, making his phone unusable.  buy a case, not this rubber thing.  i threw mine away within 5 minutes of it is arrival","[('wound', 0.0), ('small', -0.25), ('get', 0.0), ('dropped', 0.0), ('liked', 0.6), ('display', 0.0), ('piece', 0.0), ('reason', 0.0), ('fit', 0.4), ('damage', 0.0), ('buy', 0.0), ('screen', 0.0), ('find', 0.0), ('many', 0.5), ('beat', 0.0), ('good', 0.7), ('cost', 0.0)]","[('good', 0.7)]","[('liked', 0.6), ('small', -0.25), ('fit', 0.4), ('good', 0.7), ('many', 0.5)]",[0.32500000000000001],Negative,Positive
193,This skin fits perfect in my SGSII and the phone looks great inside of it.It is a high quality skin and gives a veryery good feeling in your hands.I recommend this product for your SGSII.,"[('inside', 0.0), ('perfect', 1.0), ('quality', 0.0), ('high', 0.16), ('good', 0.7), ('great', 0.8), ('product', 0.0)]","[('perfect', 1.0)]","[('great', 0.8), ('high', 0.16), ('perfect', 1.0), ('good', 0.7)]",[0.53200000000000003],Positive,Positive
194,I prefer this style case to the otterbox and case mate as I feel it provides ample protection without turning the phone into a brick. Lightweight and sleek.,"[('prefer', 0.0), ('mate', 0.0), ('ample', 0.0), ('turning', 0.0), ('sleek', 0.0), ('feel', 0.0), ('style', 0.0), ('otterbox', 0.0), ('protection', 0.0)]","[('perfect', 0)]",[],[0.0],Positive,Negative
195,I like the case so far fits ok my Samsung Galaxy S2 I like that is veryery shiny and soft to the touch. My only concern is one of the corners is not totally covered so it wont protect it from scratches or a hit there that is why I am just giving it 4 stars. Well for the price i think it is ok.,"[('well', 0.0), ('samson', 0.0), ('hit', 0.0), ('touch', 0.0), ('price', 0.0), ('galaxy', 0.0), ('like', 0.0), ('soft', 0.1), ('think', 0.0)]","[('soft', 0.1)]","[('soft', 0.1)]",[0.050000000000000003],Positive,Negative
196,Do not expect more but it works well for the reason you buy.I was looking for a cheap skin case and was not willing to pay a hefty amount for the case at least for the initial period after buying my unlocked galaxy s II.Di not Expect much before buying.But it really does work well.4 $ with 2 day shipping free is really a good deal if you are looking for a perfect tpu case protecting your phone.,"[('expect', 0.0), ('free', 0.4), ('well', 0.0), ('period', 0.0), ('reason', 0.0), ('perfect', 1.0), ('buy', 0.0), ('cheap', 0.4), ('pay', 0.0), ('amount', 0.0), ('initial', 0.0), ('galaxy', 0.0), ('much', 0.2), ('work', 0.0), ('good', 0.7), ('deal', 0.0), ('really', 0.2), ('willing', 0.25)]","[('perfect', 1.0)]","[('free', 0.4), ('perfect', 1.0), ('cheap', 0.4), ('good', 0.7), ('really', 0.2)]",[0.45000000000000001],Positive,Positive
197,Great case fit my samsung galaxy s2 great will order again fast shipping it make my phone look super sexy trust me you need to order 1.,"[('samson', 0.0), ('trust', 0.0), ('order', 0.0), ('fit', 0.4), ('galaxy', 0.0), ('fast', 0.2), ('look', 0.0), ('great', 0.8), ('make', 0.0), ('need', 0.0)]","[('great', 0.8)]","[('great', 0.8), ('fast', 0.2), ('fit', 0.4)]",[0.34999999999999998],Positive,Positive
198,I read the first few reviews and did not read any further and now I wish I had cause this thing does not work for the Sprint Galaxy s2. Wish I had known that.,"[('first', 0.25), ('wish', 0.0), ('galaxy', 0.0), ('work', 0.0), ('cause', 0.0), ('read', 0.0), ('spring', 0.0)]","[('first', 0.25)]","[('first', 0.25)]",[0.125],Negative,Negative
199,Be careful when ordering these cases. Not all Galaxy II is are the same. Mine was a Sprint and this one did not fit my pnone. It went into the trash can as it wasnt worth sending back. Otherwise I am sure it is a great case.,"[('want', 0.0), ('sure', 0.5), ('went', 0.0), ('back', 0.0), ('fit', 0.4), ('galaxy', 0.0), ('great', 0.8), ('worth', 0.3), ('spring', 0.0)]","[('great', 0.8)]","[('sure', 0.5), ('great', 0.8), ('worth', 0.3), ('fit', 0.4)]",[0.40000000000000002],Negative,Positive
200,"arrive on time, good quality, functionally, recomend to protect the samsung galaxy S 2 I9100, fit exactly , recomend to the owners of this smartphone .","[('functional', 0.0), ('samson', 0.0), ('fit', 0.4), ('galaxy', 0.0), ('quality', 0.0), ('arrive', 0.0), ('good', 0.7)]","[('good', 0.7)]","[('fit', 0.4), ('good', 0.7)]",[0.3666666666666667],Positive,Positive
201,"I was expecting a bit higher quality product but it is what it is. I have used it for a few months and it definitely helped when I dropped my phone. But at this point, I am not using it anymore due to the quality of the product, although 'good', it could be better and more solid.","[('bit', 0.0), ('dropped', 0.0), ('used', 0.0), ('quality', 0.0), ('point', 0.0), ('good', 0.7), ('better', 0.5), ('solid', 0.0), ('due', -0.125), ('product', 0.0)]","[('good', 0.7)]","[('good', 0.7), ('better', 0.5)]",[0.39999999999999997],Negative,Positive
202,"there is a different between the size/design of Galaxy II that is carried by USA and what is carried by Asia.  I am in USA, I ordered the cover for Galaxy II that i bought from USA, the cover did not fit, and the speaker location is different from the phone.  I copmared the cover to another Galaxy II that is sold in Asia and i found that the design is different.So if you bought Galaxy II from USA, do not buy cover from outside USA","[('found', 0.0), ('different', 0.0), ('design', 0.0), ('size', 0.0), ('cover', 0.0), ('fit', 0.4), ('galaxy', 0.0), ('buy', 0.0), ('bought', 0.0), ('compared', 0.0), ('ordered', 0.0)]","[('fit', 0.4)]","[('fit', 0.4)]",[0.20000000000000001],Negative,Positive
203,"It is good, and look so cute. I like it. It is cheap than when i saw in a store.","[('look', 0.0), ('like', 0.0), ('cheap', 0.4), ('cut', 0.0), ('good', 0.7)]","[('good', 0.7)]","[('cheap', 0.4), ('good', 0.7)]",[0.3666666666666667],Positive,Positive
204,"I made a good choice whenI thought of buying this, its veryery safe, & not to bulky! Overall veryery satisfied customer.","[('made', 0.0), ('choice', 0.0), ('overall', 0.0), ('good', 0.7), ('satisfied', 0.5)]","[('good', 0.7)]","[('good', 0.7), ('satisfied', 0.5)]",[0.39999999999999997],Positive,Positive
205,Very satisfied with my purchase. The quality is good and the shipping is quick. The case provides enough friction to enable a good grip on the phone. TPU (the plastic material where the case is made of) veryirtually resists oil and dust. I used to have an Otter box for my other phone. The protection is excellent BUT the silicone attracts dust like crazy. The S-Style pattern at the back is more of a personal taste - some people like it but some other may not. To me it adds some flavor to an otherwise plain black case. The protection on all 4 sides on the front panel looks sufficient (anyone dare to slam your phone on the floor to test it out?). I wish the top margin (above the earphone) can wrap down by a few mm. Overall I feel my phone secured in the case.,"[('pattern', 0.0), ('plastic', 0.0), ('box', 0.0), ('wish', 0.0), ('good', 0.7), ('style', 0.0), ('satisfied', 0.5), ('quick', 0.3333333333333333), ('taste', 0.0), ('veryirtually', 0.0), ('used', 0.0), ('top', 0.5), ('black', -0.16666666666666666), ('protection', 0.0), ('wrap', 0.0), ('made', 0.0), ('secured', 0.0), ('other', -0.125), ('floor', 0.0), ('back', 0.0), ('plain', -0.21428571428571427), ('excellent', 1.0), ('quality', 0.0), ('like', 0.0), ('overall', 0.0), ('feel', 0.0), ('people', 0.0), ('purchase', 0.0), ('test', 0.0)]","[('excellent', 1.0)]","[('excellent', 1.0), ('plain', -0.21428571428571427), ('good', 0.7), ('satisfied', 0.5)]",[0.39714285714285713],Positive,Positive
206,"totally awesome, It was made with good quality and I would purchase this again in another color it still looks new!","[('made', 0.0), ('awesome', 1.0), ('quality', 0.0), ('color', 0.0), ('good', 0.7), ('purchase', 0.0), ('new', 0.13636363636363635)]","[('awesome', 1.0)]","[('awesome', 1.0), ('good', 0.7), ('new', 0.13636363636363635)]",[0.45909090909090911],Positive,Positive
207,this case is better than i thought i love the feel and design and it is well made and doen not collect dust.,"[('made', 0.0), ('well', 0.0), ('design', 0.0), ('love', 0.5), ('down', -0.15555555555555559), ('collect', 0.0), ('better', 0.5), ('feel', 0.0)]","[('love', 0.5)]","[('better', 0.5), ('love', 0.5)]",[0.33333333333333331],Positive,Positive
208,"This product arrived quickly. It fits my HTC and is easy to get on and off, I have no complaints.","[('get', 0.0), ('etc', 0.0), ('quickly', 0.3333333333333333), ('easy', 0.43333333333333335), ('product', 0.0)]","[('easy', 0.43333333333333335)]","[('quickly', 0.3333333333333333), ('easy', 0.43333333333333335)]",[0.25555555555555554],Positive,Positive
209,"Great Grip, Great Style, Gerat Durability, Great PRICE! Lasts long. SLIM FIT! Should be included in every HTC sensation purchase and if it was it may have beaten the iPhone 5! Too bad HTC","[('bad', -0.6999999999999998), ('etc', 0.0), ('price', 0.0), ('fit', 0.4), ('sensation', 0.0), ('long', -0.05), ('style', 0.0), ('great', 0.8), ('purchase', 0.0), ('slim', 0.0)]","[('great', 0.8)]","[('fit', 0.4), ('bad', -0.6999999999999998), ('great', 0.8), ('long', -0.05)]",[0.090000000000000052],Positive,Negative
210,"A note of caution from someone who owned and used just about every major Blackberry model: if you already own a standard USB 2.0 cable and you do not need an extra, then you do NOT need this cable. All a Blackberry needs for data transfer is a STANDARD USB 2.0 cable with a Micro-USB connector at one end.There is NOTHING special about this cable and nothing justifies the artificially inflated MSRP listed for it. While this item is sold at a 90% off the MSRP discount, it is probably okay to purchase one, for as long as, after reading the first paragraph you decide that you will need a USB 2.0 cable.The items has 2 stars taken away for the exaggerated marketing claim (professional grade custom cable) and for the inflated MSRP.NOTE: Please make sure that you buy cable with a MICRO-USB connector because this is what your Blackberry needs.","[('sure', 0.5), ('long', -0.05), ('professional', 0.1), ('major', 0.0625), ('note', 0.0), ('used', 0.0), ('model', 0.0), ('extra', 0.0), ('buy', 0.0), ('exaggerated', -0.5), ('artificially', -0.6), ('grade', 0.0), ('make', 0.0), ('need', 0.0), ('transfer', 0.0), ('decide', 0.0), ('cable', 0.0), ('claim', 0.0), ('more', 0.5), ('okay', 0.5), ('first', 0.25), ('end', 0.0), ('please', 0.0), ('someone', 0.0), ('standard', 0.0), ('purchase', 0.0)]","[('artificially', 0.6)]","[('sure', 0.5), ('first', 0.25), ('artificially', -0.6), ('long', -0.05)]",[0.020000000000000004],Negative,Negative
211,this is a good product is just a usb cable it work perfect just like a oem cable. . .,"[('cable', 0.0), ('perfect', 1.0), ('like', 0.0), ('work', 0.0), ('good', 0.7), ('product', 0.0)]","[('perfect', 1.0)]","[('perfect', 1.0), ('good', 0.7)]",[0.56666666666666665],Positive,Positive
212,"Well, went on the internet first....$14.00, then to a veryery well known store, here in Gloucester, MA, $28.  I was not happy.  Then, of course, I knew Amazon would come up with something...they did, $4.00 and change...it arrived promptly.  I cannot say enough about Amazon, they are realistic in their prices, knowing that people do not have that kind of money to pay for a wire,,for 14 or 28 dollars. I have never been so happy to get what I need without spending my last dollar for it.  Thank you again and again.","[('first', 0.25), ('well', 0.0), ('went', 0.0), ('get', 0.0), ('can', 0.0), ('amazon', 0.0), ('come', 0.0), ('promptly', 0.0), ('pay', 0.0), ('wire', 0.0), ('happy', 0.8), ('last', 0.0), ('people', 0.0), ('say', 0.0), ('need', 0.0), ('change', 0.0)]","[('happy', 0.8)]","[('first', 0.25), ('happy', 0.8)]",[0.35000000000000003],Positive,Positive
213,"I would like a extra cable for my smartphones at work, so I purchased this one. Nothing special as long as it is working, and it is.No complain.","[('cable', 0.0), ('complain', 0.0), ('extra', 0.0), ('like', 0.0), ('work', 0.0), ('long', -0.05), ('purchased', 0.0)]","[('long', 0.05)]","[('long', -0.05)]",[-0.025000000000000001],Positive,Negative
214,"There is a difference in USB cables.  On some computers, including mine, the USB ports are underpowered, and some poor cables do not transmit data well.  I have purchased some cheaper cables that would not transmit data between my computer and my Blackberry Storm 9530.  This cable works great, even with my underpowered USB ports.","[('well', 0.0), ('poor', -0.4), ('transmit', 0.0), ('cable', 0.0), ('great', 0.8), ('purchased', 0.0)]","[('great', 0.8)]","[('great', 0.8), ('poor', -0.4)]",[0.13333333333333333],Positive,Positive
215,"I bought this micro usb cable because it was cheap, and that it is. I use this with my Nexus s 4g from sprint and although it does indeed charge my device it causes some major issues, such as screen lag, my computer not being able to recognize what kind of device this is, and causing my phone to constantly jump into car mode. So if you need a real quick cable for basic charging, this will do it, anything else...spend the extra buck on a higher end cable.","[('major', 0.0625), ('recognize', 0.0), ('jump', 0.0), ('cable', 0.0), ('quick', 0.3333333333333333), ('end', 0.0), ('mode', 0.0), ('device', 0.0), ('cheap', 0.4), ('able', 0.5), ('basic', 0.0), ('charge', 0.0), ('screen', 0.0), ('bought', 0.0), ('extra', 0.0), ('need', 0.0), ('spring', 0.0), ('use', 0.0)]","[('able', 0.5)]","[('cheap', 0.4), ('able', 0.5)]",[0.29999999999999999],Negative,Positive
216,"I purchased 3 of these cables because they were cheap and got good reviews.  I do not know how people are getting these cables to work... but out of the 3 I bought, 0 have functioned properly with my Palm Pre!  The best I can do is get it to charge, though the entire time it is charging the computer is complaining about ""Unknown Device"" and ""Could not install drivers"" even though it works beautifully with the original cable.  The only setting that works is ""Just Charge""!  Each of the 3 cables fails slightly differently which makes me believe that each has a different flaw!  I have tried this with my Wife is Palm Pixi as well as used different computers and that failed as well.  Look elsewhere when attempting to purchase a cable for your Palm device!","[('entire', 0.0), ('original', 0.375), ('get', 0.0), ('best', 1.0), ('cheap', 0.4), ('bought', 0.0), ('good', 0.7), ('failed', -0.5), ('purchased', 0.0), ('different', 0.0), ('well', 0.0), ('used', 0.0), ('tried', 0.0), ('work', 0.0), ('cable', 0.0), ('got', 0.0), ('function', 0.0), ('look', 0.0), ('device', 0.0), ('believe', 0.0), ('unknown', -0.1), ('charge', 0.0), ('people', 0.0), ('purchase', 0.0)]","[('best', 1.0)]","[('cheap', 0.4), ('best', 1.0), ('original', 0.375), ('good', 0.7)]",[0.49499999999999994],Negative,Positive
217,this phone cord is so easy to use and easily connected from phone to computer. great veryalue for the price.,"[('connected', 0.0), ('price', 0.0), ('easily', 0.43333333333333335), ('easy', 0.43333333333333335), ('great', 0.8), ('veryalue', 0.0), ('use', 0.0)]","[('great', 0.8)]","[('easy', 0.43333333333333335), ('great', 0.8)]",[0.41111111111111115],Positive,Positive
218,"This cable is better than original.  Never any issues with phone recognizing USB connection, as the original does, when plugged to PC.","[('plugged', 0.0), ('original', 0.375), ('cable', 0.0), ('better', 0.5)]","[('better', 0.5)]","[('original', 0.375), ('better', 0.5)]",[0.29166666666666669],Positive,Positive
219,"I bought this recently and did not expect much, as it was only $2.99 shipped to my door.  For that much money, how can you go wrong?  So, I have not used it to transfer data yet, as it it plugged into my PC at work just for charging.  When plugged in, my Palm Pixi prompts me, just as the factory cable does, to transfer or charge.  I have used this cable about 10x to charge now, and it works great!  Do not hesitate to purchase this if you need another cable, or two!","[('expect', 0.0), ('plugged', 0.0), ('recently', 0.0), ('transfer', 0.0), ('cable', 0.0), ('used', 0.0), ('much', 0.2), ('prompt', 0.0), ('charge', 0.0), ('need', 0.0), ('bought', 0.0), ('wrong', -0.5), ('work', 0.0), ('yet', 0.0), ('go', 0.0), ('great', 0.8), ('purchase', 0.0), ('shipped', 0.0)]","[('great', 0.8)]","[('great', 0.8), ('wrong', -0.5)]",[0.10000000000000002],Positive,Negative
220,"A good inexpensive cable that works like the original.  I purchased this cable because I wanted one that would work with the touch stone I just purchased.  After reading several reviews and looking at competing cables I deciding on this one.  While several inches shorter (40"") than the original it works well and with the touch stone.  I used this cable mainly for use in the car.","[('original', 0.375), ('well', 0.0), ('touch', 0.0), ('cable', 0.0), ('used', 0.0), ('like', 0.0), ('good', 0.7), ('work', 0.0), ('expensive', -0.5), ('purchased', 0.0), ('wanted', 0.0), ('use', 0.0)]","[('good', 0.7)]","[('original', 0.375), ('expensive', -0.5), ('good', 0.7)]",[0.14374999999999999],Positive,Positive
221,"The cable worked great with the pre if you need an extra one, but I suggest purchasing the whole unit--plug and all, not just the cable, because with shipping and handling it gets to be the same price.","[('suggest', 0.0), ('whole', 0.2), ('cable', 0.0), ('price', 0.0), ('extra', 0.0), ('unit', 0.0), ('plug', 0.0), ('great', 0.8), ('need', 0.0)]","[('great', 0.8)]","[('great', 0.8), ('whole', 0.2)]",[0.33333333333333331],Positive,Positive
222,not much to say about a wall charger except it charges my bluetooth perfectly.  I am glad I bought it.  Thank you!,"[('wall', 0.0), ('much', 0.2), ('charge', 0.0), ('bought', 0.0), ('say', 0.0), ('perfectly', 1.0)]","[('perfectly', 1.0)]","[('perfectly', 1.0)]",[0.5],Positive,Positive
223,"This charger does the trick.  The charger in my car does not work when the ignition is off, and who wants a dangling cord hanging down in their field of veryision while driving.Have charged the T505 up once since I got it, and the battery life is reported to be around 18 hours of usage or 30 days of standby.  I may charge it every couple of weeks.  Very convenient accessory.","[('got', 0.0), ('couple', 0.0), ('charge', 0.0), ('field', 0.0), ('work', 0.0), ('convenient', 0.0), ('charged', 0.0)]","[('perfectly', 0)]",[],[0.0],Positive,Negative
224,"The Motorola T505 does not come with an AC charger, only a DC charger. This makes a great addition to the package. You can charge in your home at night.","[('night', 0.0), ('do', 0.0), ('come', 0.0), ('charge', 0.0), ('great', 0.8)]","[('great', 0.8)]","[('great', 0.8)]",[0.40000000000000002],Positive,Positive
225,"I was initially leary about purchasing this item due to the extremely low price and to have free shipping also, but I needed a wall charger since Motorola only includes a car charger with their wireless car phone speakers.  So I took a chance (due to the low price and free shipping) and was pleasantly surprised.  The charger appears to as well made as the other after market chargers I purchased previously for my e-book reader, PDA, camera, etc., and at less than 25% of the cost.  I charged my Motorola speaker without any problems.","[('pad', 0.0), ('made', 0.0), ('free', 0.4), ('well', 0.0), ('previously', -0.16666666666666666), ('wall', 0.0), ('etc', 0.0), ('surprised', 0.1), ('needed', 0.0), ('price', 0.0), ('cost', 0.0), ('chance', 0.0), ('charge', 0.0), ('weary', 0.0), ('book', 0.0), ('purchased', 0.0), ('due', -0.125), ('charged', 0.0), ('low', 0.0)]","[('free', 0.4)]","[('free', 0.4)]",[0.20000000000000001],Positive,Positive
226,we bought this charging cord because the t505 only came with a car charger.  we now have 2 t505 with the 2nd one intended for use with connecting our bluetooth enabled phones with the home stereo.  this cord offers a convenient way to charge both as we are not in the car for long enough periods for the device to charge completely while travelling.  by bringing in the devices we are able to charge overnight to a full charge.  great price and no complaints with receipt of material in either packaging or transit time.,"[('intended', 0.0), ('completely', 0.1), ('enabled', 0.0), ('way', 0.0), ('great', 0.8), ('price', 0.0), ('device', 0.0), ('able', 0.5), ('full', 0.35), ('charge', 0.0), ('bought', 0.0), ('long', -0.05), ('came', 0.0), ('convenient', 0.0), ('use', 0.0)]","[('great', 0.8)]","[('able', 0.5), ('full', 0.35), ('great', 0.8), ('long', -0.05)]",[0.31999999999999995],Positive,Positive
227,"It is true! This cable outperforms the original! When I charge my phone, it is chargier. The data is more datery and the phone is more phoney in general. If I wear the cable around my neck like a bolo tie, people like me better and I can run faster and jump higher.  If I circle my dinner plate with it, the food tastes better. Basically this cable makes everything better than the original. I am thinking about getting a 2nd one!","[('original', 0.375), ('circle', 0.0), ('wear', 0.0), ('cable', 0.0), ('jump', 0.0), ('food', 0.0), ('tie', 0.0), ('like', 0.0), ('run', 0.0), ('general', 0.05000000000000002), ('charge', 0.0), ('better', 0.5), ('people', 0.0)]","[('better', 0.5)]","[('original', 0.375), ('better', 0.5)]",[0.29166666666666669],Positive,Positive
228,"This is clearly not a HTC cable as it has the Blackberry logo on it and the bulk packaging label says Blackberry...but it is a OEM micro usb cable none the less and works perfectly on any micro usb device I plugged it into.While I have not tested it is speed against other cables I doubt it outperforms any other OEM cable but it works and that is all I asked for of it.The cable is a bit thick and as a result is stiff but not unmanageably so.It should also be noted that the cable shown in the picture is not of the actual product, that is a mini usb cable and appears to be quite a bit longer than the product, this cable is 1m long.","[('plugged', 0.0), ('bit', 0.0), ('mind', 0.0), ('log', 0.0), ('etc', 0.0), ('speed', 0.0), ('actual', 0.0), ('cable', 0.0), ('tested', 0.0), ('thick', -0.30000000000000004), ('shown', 0.0), ('device', 0.0), ('label', 0.0), ('long', -0.05), ('picture', 0.0), ('result', 0.0), ('perfectly', 1.0), ('product', 0.0)]","[('perfectly', 1.0)]","[('perfectly', 1.0), ('long', -0.05)]",[0.31666666666666665],Positive,Positive
229,"""This cable not recommended for this device."" That is what I get for an error message. Plus it is really short.","[('get', 0.0), ('recommended', 0.0), ('short', 0.0), ('cable', 0.0), ('device', 0.0), ('really', 0.2)]","[('really', 0.2)]","[('really', 0.2)]",[0.10000000000000001],Negative,Negative
230,"I only trust HTC accessories for HTC phones having bad luck with aftermarket products that are cheaper, but cheap is expensive.","[('bad', -0.6999999999999998), ('etc', 0.0), ('trust', 0.0), ('cheap', 0.4), ('expensive', -0.5)]","[('bad', 0.6999999999999998)]","[('cheap', 0.4), ('bad', -0.6999999999999998), ('expensive', -0.5)]",[-0.19999999999999996],Positive,Negative
231,"I will never understand how one review can say this item works exactly as it should and how the next complains about it not working...for the EXACT same phone! I just do not get it. I decided to try it out despite the people that said it did not work, and I am glad I did. It is exactly what I expected and wanted. I actually bought 2 of these so I could leave one in my car and one at work. For only $4 and some change for the both...this was a GREAT buy for me and now I never have to worry about my Incredible running out of battery!","[('review', 0.0), ('get', 0.0), ('change', 0.0), ('understand', 0.0), ('said', 0.0), ('exact', 0.25), ('great', 0.8), ('try', 0.0), ('worry', 0.0), ('buy', 0.0), ('bought', 0.0), ('work', 0.0), ('leave', 0.0), ('people', 0.0), ('say', 0.0), ('wanted', 0.0), ('expected', -0.1)]","[('great', 0.8)]","[('great', 0.8)]",[0.40000000000000002],Positive,Positive
232,I was really impressed by the price and was veryery excited when it arrived. But it does not work like it says it does. At first it charged my phone just fine but then it stopped charging; I waited a day to charge again but it still did not charge.,"[('first', 0.25), ('price', 0.0), ('like', 0.0), ('charge', 0.0), ('work', 0.0), ('impressed', 1.0), ('fine', 0.4166666666666667), ('charged', 0.0), ('really', 0.2)]","[('impressed', 1.0)]","[('fine', 0.4166666666666667), ('impressed', 1.0), ('first', 0.25), ('really', 0.2)]",[0.37333333333333335],Negative,Positive
233,well bought this so i could have a spare cord since i have the original cord in my car with a usb charger there got tired of keeping track where i had it last.  so this cord works on when plugged into the wall.  when hooked to a pc phone wont stay connected to the pc to transfer files or anything.  so if you just need a cord to plug into the wall this will work but do not even think of this cord if you want to use it with a pc.,"[('plugged', 0.0), ('want', 0.0), ('original', 0.375), ('well', 0.0), ('spare', 0.0), ('wall', 0.0), ('connected', 0.0), ('transfer', 0.0), ('use', 0.0), ('got', 0.0), ('charge', 0.0), ('need', 0.0), ('bought', 0.0), ('plug', 0.0), ('work', 0.0), ('last', 0.0), ('track', 0.0), ('stay', 0.0), ('hooked', 0.0), ('think', 0.0)]","[('original', 0.375)]","[('original', 0.375)]",[0.1875],Negative,Positive
234,I use this cord to charge my phone in my pc at work and it works great. Does not charge super fast but charges it none the less.,"[('fast', 0.2), ('charge', 0.0), ('work', 0.0), ('great', 0.8), ('use', 0.0)]","[('great', 0.8)]","[('great', 0.8), ('fast', 0.2)]",[0.33333333333333331],Positive,Positive
235,this product is great veryalue for the price. and it works like it suppose to. you can not beat it. you always need extra cords.,"[('price', 0.0), ('extra', 0.0), ('like', 0.0), ('need', 0.0), ('beat', 0.0), ('suppose', 0.0), ('great', 0.8), ('veryalue', 0.0), ('product', 0.0)]","[('great', 0.8)]","[('great', 0.8)]",[0.40000000000000002],Positive,Positive
236,poor manufacturing quality the connector is too long and does not properly fit in my phone. I would not buy this.,"[('poor', -0.4), ('fit', 0.4), ('buy', 0.0), ('quality', 0.0), ('long', -0.05)]","[('poor', 0.4)]","[('fit', 0.4), ('poor', -0.4), ('long', -0.05)]",[-0.012500000000000001],Negative,Negative
237,"cable works fine with my veryerizon Galaxy S4, it charges and transmit the data fine.However, connector tip(phone side) is too thick, it will not fit if you use aftermarket cases.","[('transmit', 0.0), ('cable', 0.0), ('side', 0.0), ('thick', -0.30000000000000004), ('fit', 0.4), ('galaxy', 0.0), ('use', 0.0), ('fine', 0.4166666666666667), ('tip', 0.0)]","[('fine', 0.4166666666666667)]","[('fine', 0.4166666666666667), ('fit', 0.4)]",[0.2722222222222222],Negative,Positive
238,It is what it is. A charging and sync cord. It charges the phone and helps transfer data from the phone to the computer.,"[('transfer', 0.0)]","[('fine', 0)]",[],[0.0],Positive,Negative
239,"The cable is good, but it does not fit the Samsung Galaxy S4. It does plug in, but not far enough in to hold securely.","[('samson', 0.0), ('cable', 0.0), ('hold', 0.0), ('fit', 0.4), ('galaxy', 0.0), ('plug', 0.0), ('good', 0.7)]","[('good', 0.7)]","[('fit', 0.4), ('good', 0.7)]",[0.3666666666666667],Negative,Positive
240,It works and is a good veryalue for the price compared to the retail stores. The only negative is that it is just a tad too short.,"[('short', 0.0), ('price', 0.0), ('good', 0.7), ('compared', 0.0), ('veryalue', 0.0)]","[('good', 0.7)]","[('good', 0.7)]",[0.34999999999999998],Negative,Positive
241,works great. it is always good to have backup cables and this one works great and replaced my old one.,"[('back', 0.0), ('old', 0.1), ('great', 0.8), ('good', 0.7)]","[('great', 0.8)]","[('great', 0.8), ('good', 0.7)]",[0.5],Positive,Positive
242,I have purchased many chargers for my Samsung phone on amazon and honestly the quality is just so so on them.  Maybe I am just really hard on chargers but I feel like they should last more than a few months.  Spend the money and get a good quality one.,"[('hard', -0.2916666666666667), ('last', 0.0), ('get', 0.0), ('samson', 0.0), ('amazon', 0.0), ('like', 0.0), ('quality', 0.0), ('many', 0.5), ('good', 0.7), ('feel', 0.0), ('purchased', 0.0), ('really', 0.2)]","[('good', 0.7)]","[('good', 0.7), ('really', 0.2), ('many', 0.5)]",[0.34999999999999998],Negative,Positive
243,"I got this to charge my Samsung Galaxy S2 but it ALWAYS came unplugged from the phone, whenever the phone would be moved it falls out and even just resting on a flat surface it would eventually find its way out of the phone. I had to buy another USB cord because I became veryery frustrated with this","[('plugged', 0.0), ('flat', -0.025), ('samson', 0.0), ('way', 0.0), ('got', 0.0), ('galaxy', 0.0), ('buy', 0.0), ('surface', 0.0), ('charge', 0.0), ('became', 0.0), ('find', 0.0), ('came', 0.0)]","[('flat', 0.025)]","[('flat', -0.025)]",[-0.012500000000000001],Negative,Negative
244,Purchased this USB cable to connect my Samsung smartphone to my laptop computer.  Works well and fits my needs and expectations.,"[('well', 0.0), ('samson', 0.0), ('cable', 0.0), ('connect', 0.0), ('purchased', 0.0)]","[('flat', 0)]",[],[0.0],Positive,Negative
